Mensaje,Clasificación
Celida hay que rescatar a los jovenes y niձos de la drogadiccion. Me gusta tu propuesta a favor de ellos.,1
Celida. Morena.,0
"El precedente mejor que hemos tenido en Mթxico, saludos Diputada Celida L�_pez",1
Eso s�_ Esto fue el �_nico el presidente mejor que Mթxico ha tenido pero durante de esos tiempo para final de puro corrido puro rata esperemos que este 2018 Mթxico va a tener un buen presidente morena va hacer la historia Saludos diputada celida L�_pez,-1
"Felicidades Licenciada, a sus ordenes, aunque no me conoce, admiro su valentia, y festejo su apoyo a este movimiento, esperemos que AMLO la acompaձe en su victoria, que sera de todos los Sonorenses y de todos los Mexicanos, porque nuestro Pais se lo merece. Enhorabuena...",1
Muchas felicidades y saludos Celida L�_pez candidata ala presidencia municipal con MORENA hacer historia para todo Mթxico,1
Felicidades  amiga  bendiciones,1
Mujer esforzada y muy valiente!!! Felicidades,1
Morena va !!,1
Felicidades Cթlida !!!,1
"Felicidades Sra Celida , arriba las mujeres de Morena _���_���_���_���_���",1
"Voto masivo por Celida, Amlo y morena.",1
"!! Excelente y muy claros los conceptos sobre la problemՍtica de hermosillo !! Adelante seձora ,el proyecto que usted encabezara es el que necesitamos los hermosillenses !!",1
Muchad felicidades celida!!!! Porfavor celida ya que seas presidente municipal devuelvele la tranquilidad a hermosillo alomejor tu no te das cuenta pero aqui en hermosillo es un robadero por todos lados,1
Donde puedo ver el video? Ya sabes que cuentas con mi apoyo,1
"muy bien, felicidades",1
"Juntos haremos historia...!!

No cabe duda ya que eres una mujer muy preparada y empoderada que siempre ha luchado por la grandeza del pueblo... 

 tu experiencia y trabajo hablan por ti...!!

Tienes todo mi apoyo para juntos lograr la transformacion que Hermosillo merece...",1
"Seձora Celida Lopez, muy buen trabajo usted esta entre las mejores mujeres que seran un pilar muy importante para el cambio verdadero y su nombre junto al demas ilustres damas quedaran escritos con grandesa en las paginas de nuestra historia, viva MORENA, viva AMLO....",1
A si es juntos haremos historia AMLO 2018 dios los bendiga,1
Vamos con Amlo y morena a la presidencia de Mexico,1
Vamos Andrթs Manuel,0
Se pasan la bola de ratas,-1
Bien diputada Cթlida lo mejor es siempre apoyar el deporte en todos los rubros y lo mՍs fantՍstico es darle a los j�_venes la oportunidad de desarrollarse en un deporte bien,-1
Celida Lopez .deberia de separar su vida privada con lo de su pol�_tica solo confunde ..aga su pajina personal ..y otra de solo politica que a nadien le inporta su vida privada ..Gracias con todo respeto y vamos con AMLO 2018,-1
!! Enhorabuena a los campeones !! Felicidades a todo el equipo !!! Y que sigan los թxitos!.....,1
"Muchas felicidades, sin duda de los mejores momentos entre padres e hijos",1
Equipazoooo!!! Felicidades!!!_���_���_���_���,1
Muchas felicidades,1
Que vien sonorenses.. gente como ustede celida nesesita Mթxico saludos desde Jalisco,1
Celida L�_pez quisiera saber cuՍndo estarՍ L�_pez obrador en Obreg�_n para saludarlo y conocerlo,1
AMLO 2018 juntos haremos historia dios los bendiga,1
"Grande AMLO 
Hombre de ideas y acciones",1
Que bien apoyo total hasta la victoria #morena #AMLO 2018,1
OjalՍ le vaya muy bien en ese encuentro. Saludos,1
AMLO imparable 2018,1
Puro Amlo,1
Todo nuestro apoyo Celida,1
Enhorabuena AMLO 2018,1
Puro amlo 2018,1
Puro AMLO,1
Vamos con MORENA para todo Mթxico #soy MORENA,0
"Muchisimas felicidades Cթlida  L�_pez 
Saludos desde la bcs aqui trabajando y dirigiendo la campaձa del candiato a la presidencia de Morena por el municipio de Comond�_ en bcs Dr. Jose Walter Valenzuela Acosta",1
"Felicidades Celida! Tienes mucho para aportar, siempre mis porras a tu valioso desempeձo, un abrazo",1
"EstՍ chingon todos en morena, desde el Lic. Andres manuel Lopez obrador, la diputada Celida Lopez, la periodista Lilly Tellez y el sr; Alfonso Durazo tienen mi voto y de mi familia.",1
Felicidades celita!!! Estas donde debes estar y todo gracias a t�_ esfuerzo e ideales. Saludos y bendiciones _��_,1
Celida Es una persona muy valiosa en la organizaci�_n de morena y apoyando al l�_der Andrթs Manuel L�_pez obrador felicidades,1
Muy bien por ambos queremos un pa�s pr�spero y seguir adelante y firme en sus compromisos por el bien de todos los Mexicanos saludos diputada Celida bien,1
lejos de apagar yo la miro que cada dia esta  llamarada  mas y mas    y que viva la nacion mas hermosa de todas yessssssssssssssss,1
"Con el favor de Dios, y todos que apoyamos a MORENA, aremos el cambio, saludos C�_LIDA L��PEZ, DIOS LOS BENDIGA",1
Bendiciones lo lograras conozco tu trayectoria son muchos a�os de esfuerzo que haz dedicado para lograr cosas buenas para la sociedad Dios y yo contigo enhorabuena,1
!!! Excelente combinaci�n de alt�simo esp�ritu de servir a la ciudadan�a de ambos !! Animo y saludos Celida !!!,1
"Animo,si se puede,saludos bendiciones celida",1
Animo Celida estas del lado correcto :),1
Vamos por toda la formula de Morena. Bendiciones Celida.,1
Puro amlo puro morena,1
MORENA AL 100%,1
Viva Morena.,1
MASIVO AMLO 2018 !!!,0
"Miles de Bendiciones, Celita un fuerte abrazo.",1
Feliidades a los estudiantes de Hermosillo por saber eacoger bien su candidato favorito AMLO.,1
Muy bien los j�_venes en su momento saben que la esperanza estՍ cerca  este  1 de julio AMLO Presidente bienCelida por el respaldo que le da su Estado a los j�_venes  universitarios bien saludos diputada,1
Voto masivo para MORENA,1
Yo con AMLO y Celida,1
"Con el respaldo de los Universitarios, tomaremos mas FUERZAS, UNIDAD Y ESPERANZA, A.M.L.O 2018-2024 todos apoyando MORENA, que se genere una POTENCIA",1
NUESTRO PRESIDENTE y NUESTRA PRIMERA DAMA..BIEN VENIDOS.,1
Dios te bendiga Andrթs Manuel L�_pez Obrador y a tu esposa,1
SALUDOS  MI FUTURO PRESIDENTE.   AMLO .2018,1
"Un gran luchador social ,, sin duda va a hacer un gran presidente !! ...",1
Andr�s Manuel la esperanza de este grandioso pa�s estoy con el y mi voto es para el,1
Un verdadero guerrero y pr�ximo presidente de la rep�blica y i�or,1
AMLO 2018.,1
"Que crees, va a ganar Andrթs Manuel",1
AMLO y MORENA,1
AMLO al 100%,0
AMLO 2018!,0
AMLO 2018 juntos haremos historia dios los bendiga,1
"El PRIAN estՍ bien muerto. Solo la corrupci�_n de las _��instituciones_ѝ como el INE, TEPJF y la compra de voluntades los podr�_a resucitar",-1
"Tenemos que tumbarlos, y a ser los desaparecer, esos partidos PRI Y PAN, son pura corrupcion, puro criminal, puro rata, todo de lo peor, ARRIBA A.M.L.O Y TODA LA PLANILLA MORENA",-1
Las mujeres son poderosas y espero ocupen sus posiciones en la sociedad por su capacidad.,1
"Admirable , una mujer valiente e incansable y exitosa",1
Mi reconocimiento Celida,1
Cuando anduvistes por aqui? Me hubiera gustado haber asistido  y poder  saludarte y platicar algunos temas importantes  del frac.,0
"Si es una mujer incansable , se preocupa y se ocupa de los problemas de su comunidad , sin duda una incansable luchadora social",1
Tu s� q trabajas felicidades amiga puras esas mujeres queremos en M�xico para el cambio q tando nos ase falta,1
Eso!!!! Mi diputada con toda la actitud puro morena,1
Muchas felicidades se ve el acercamiento que tienes con la gente,1
Como diputada local por peձasco reuniendoce con gente de  hermosillo  y su distrito que ? Ya se olvid�_ de el?,-1
"Adelante Celida, tu chamba va a ser la diferencia, enhorabuena.",-1
"Tu capacidad y tu experiencia , pero sobre todo tu solidaridad con las causas sociales , marcan la diferencia .",1
Para tu distrito cuando das la vuelta??,1
Excelente Celida,-1
"Por est�s cosas y muchas m�s este 2018, voto masivo para Amlo sus diputados y senadores. Morena es la esperanza de Mթxico _��__��_. AMLO presidente 2018. No mՍs PRIAND, muera el PRIAND.",0
!!! Adelante con esa tan benթfica propuesta para los ciudadanos hermosillenses !! Bien por ud.Sra.Diputada Celida Lopez,1
Muchas felicidades hoy en el d�_a de la familia mi diputada celita.,1
Feliz dia celita un fuerte abrazo dlb,1
Celida Presidenta,1
Saludos amiga bien por la familia Enhorabuena Celida,1
As�_ es todo sea para bien diputada lo mejor para el pueblo saludos Celida bien,1
De acuerdo tenemos que combatir la corrupci�_n miles y miles de personas como usted necesita este pa�_s la felicito,1
A exigir al Gobierno que rinda cuentas Diputada Celida L�_pez,1
"Y la fiscal�_a,anticorrupci�_n del estado, nadamՍs fue creada para investigar a unos y no para los priistas?",0
La felisito diputada con mucho rrespetoo.,0
No reaccionan porque no tienen ni siquiera una poca de valent�_a. Por eso y Muchas cosas mՍs  Amlo y morena 2018.,0
"El Gobierno de EPN, no reacciona ni harՍ jamՍs nada, porque estՍ terriblemente agonizando, y lo �_nico que se escucha de թl,Son sus quejidos y estertores a su miedo de morir en su pestilente tumba,Y que ya saben quiթn  se encargarՍ  de ponerle el �_ltimo  CLAVO al ata�_d  de sus podredumbre y pestilente  restos...",-1
Vamos a ganar selida mՍs con jente como tu comprometida con el pueblo viva morena,0
Vamos con todo _���_��__���_��__���_��_,1
La decisi�_n estՍ tomada #MORENAVA,1
Vamos selida,1
Empate tթcnico _���,0
Adelante Amlo y morena al 200 %,1
"Sii seria muy bueno revisar ese asunto, porque si es un abuso lo que nos hacen con las tarifas del recibo del agua _��__��__�ɍ_�ɍ",0
Bien por ustedes que siempre luchan por una buena causa la unidad hace la diferencia bien diputada celida Enhorabuena,1
"Incre�_ble, e inconcebible � la ciudadan�_a tiene que UNIRSE  y pelear por parar թstos  robos descarados...",-1
"subieron el costo hasta tres veces mas de lo que se pagaba, como siempre abusando del pueblo :(.....espero que de verdad se haga algo....!.",-1
"Pero pues en sonora voataron por el PRI ..
Que podemos hacer con la gente imbթcil que voto por el PRI",0
"Excelente propuesta, dթjame buscar uno de $1,000 pesos que me lleg�_",-1
CADA DIA LLEGA PEOR EL RECIVO DEL AGUA SOLO VIVE  UNA PERSONA EL LA CASA Y VAN DE MAL EN PEOR LO INICO QUE SABEN ES SUBIRLE SUBIRLE Y SUBIRLE .ESPEREMOS TENGAMOS UNA SOLUCION A ESTE PROBLEMA....YA BASTABDE TANTO ABUSO..,-1
"En Enero no mebllego recibo, solo un aviso que hab�_a consumido 42 litros, es decir 2 litros de mas de la tarifa y en febrero ya viene cargado y el total a pagar son mas de $1,400 por dos meses. Es un abuso....",-1
"!! Excelente  iniciativa seձora diputada!! K bueno k haya personas como ud.que sea  la que encabece esta tan urgente necesidad de la gente k menos tiene en el aspecto del pago por el servicio del agua ,que por lo regular es a ellos a quien mas injustamente le hace los cobros agua de hermosillo !! Adelante con su gran gesti�_n en pro de los hermosillenses  seձora diputada!!",1
"No es recibo de agua nada mas es recibo de drenaje es recibo de saneamiento e impuesto de drenaje y saneamiento .
Osea es un maldito robo al despoblado",-1
Eso s�_ q estՍ bien q haiga personas q trbaja pra su gente muy amiga,1
"Votemos por Celida Lopez que tome la presidencia municipal, para que enderece lo que dej�_ chueco el maloro. ..",1
en tabasco no pagamos agua la luz es mas barata que en otros estados gracias al lic. andres manuel lopez obrador,1
En medios internacionales se reporta que _��el gobierno_ѝ controla el flujo del agua con negligencia obstaculizan la distribuci�_n del agua no invierten oportunamente en las reparaciones necesarias y siguen construyendo presas. Debemos todos hacer conciencia no esperen a que sea su casa la que se queda sin agua por negligencia.,-1
"Y ni hablar del endeudamiento p�_blico, la.i seguridad, etc.",-1
Todos con morena y celida para que nos vaya mejor.,1
"Excelente Celida, mi recibo me esta llegando muy alto, aprox. de $700 a $800 mensuales, se me hace una injusticia.",-1
Ya basta de pagar agua cara pri,-1
"Todo por MORENA, pero y los coludidos, oportunistas de PES centaveros que quieren fama y hacerse ricos",-1
"Es de esta manera se defiende al pa�_s, con argumentos, con cifras, con nombres, de manera valiente, dando la cara. No detrՍs de un nombre ficticio, no detrՍs de la cobard�_a. La felicito Diputada, estoy segura que al dar la cara es porque tiene bien fundamentado lo que dice! A�_n hay esperanza para nosotros los ciudadanos de que los funcionarios trabajen para lo que se les vot�_",1
"Tambiթn los partidos pol�_ticos le roban al pueblo, nos quitan de nuestros impuestos para su manutenci�_n.",-1
De k nos sirve saber quienes y cuanto se robaron si no hay justicia,-1
Wow _��� felicidades por la forma de defender a nuestro  pais..,1
"MUCHA CORRUPSION,  va ser muy dif�_cil controlar todo eso, por que??? simplemente porque, para los pol�_ticos no hay ley, oh si roban se tapan unos con otros, y no pasa nada",-1
"Hasta cuando?hasta que la gente pendeja se deje se seguir engaձando,hasta que la gente deje de ser acarreada,hasta que deje de agarrar una torta y un jugo de lo mas baratos por ir a cualquier evento de algun politico,hadta que deje de recibir 200 por vender su voto por seis aձos y ellos acabarse sus 200 ese mismo dia que lo recibio,hasta que deje de recibir despensas,materiales u otras cosas por vender su voto.Hasta entonces Mexico dejaran de engaձarte",-1
Asta cuando vamos a dejar q nos roben nos malipulen nos engaձen quisiera q nos armaramos d valor y meter en cintura en linea en regla a todos esos perros q nos roban matarlos alos perros ratas del pri empezando con salinas d gortari q es el pez grande yo t apoyo,-1
Vamos con todo con morena y contigo diputada.,1
Cuando despierten i se les quite lo pendejo,-1
Misma rara revolcada Toda la Partidocracia,-1
Ratas,-1
"QUE CHINGUE A SU MADRE EL PRI Y PAN PORQUE SUS DIPUTADOS Y SENADORES APROBARON EL CRIMINAL GASOLINAZOS. AHORA OTRA VEZ VUELVEN Y TE PIDEN TU VOTO...?   POR ESO YO VOTAR�_ POR MORENA, SUS DIPUTADOS Y SENADORES � EN LAS TRES BOLETAS !",-1
Levantemos la voz asi como nuestra diputada _��� con la frente en alto por un MEXICO mejor _��,1
"Y de que sirvio su argumento
Alguien fue a la carcel o de perdido suspendido de sus labores.?
Vle vga todo
VIVA MEXICO.",-1
Por estՍs cosas y muchas mՍs este 2018 voto masivo para Amlo sus diputados y senadores. Morena la esperanza de Mթxico _��__��_,1
"Arriba Diputada, pr�_xima Presidenta Municipal de Hermosillo. _���_��_",1
Asta que dejen de botar porellos,-1
"Pues usted gan�_ en el PAN, � de que se queja?",-1
Felicidades y bendiciones,1
Vamos todos con morena x un mexico mejor,1
"QUE BIEN ME ALEGRO, que SONORA este con A.M.L.O y MORENA,",1
Vamos arriba muy arriba pero agua con el fraude,1
Vamos morena vamos,1
Por el cambio que todos merecemos juntos por MORENA,1
Asi es comadre no ay de otra,0
Deber�_a de estar todo rojo,0
"No olvide los otros tres: NO MENTIR, NO ROBAR Y NO TRAICIONAR AL PUEBLO DE MEXICO!!! Saludos.",0
Viva lopez como dijo uno por ah�_ jeje puro morena en todo Mթxico vamos compaձeros Սnimo,1
Siempre es mejor la unidsd.,1
"La unidad del Mexicano, Voto Masivo",1
As�_  es diputada.,1
Ese es mi gallo,1
Yo lo apoyo pero una bes pregunte algo y no m contestaron,0
"Lastima millones de pesos ese wey MEADE, no levanta ni poniթndole un MISIL CONTINENTAL en el CU*O levanta,",-1
Todos con morena a donde tope,1
"!! Sin duda la mejor formula,y lo mejor para sonora !!! Irreversible!!!",1
OjalՍ as�_ sea!! Ser�_a una groser�_a que el Maloro gane...,0
Es l�_gico va a ganar el pege ya ni modos,1
Hacer historia con MORENA para todo Mթxico #soy MORENA,1
Vamos a ganar estimada diputada.,1
"Un proyecto maravilloso, ojalՍ que muy pronto mՍs niձos de Sonora tengan oportunidad de tomar este curso! Gracias Diputada Cթlida L�_pez por la oportunidad de vivir esa grata experiencia a la primera generaci�_n de mediadores escolares!",1
Felicidades Celida L�_pez por tan grande labor en favor de los niձos,1
Gracias por tener un proyecto para k nuestros niձos proyecten sus ideas y fue una gran experiencia para nuestros niձos no hay palabras de como describir a nuestros tan felices de cada paseo k tuvieron esos d�_as gracias Celida lopez ojala no sea el ultimo proyecto k vengan mas con el favor de dios,1
"increible y honorable proyecto, los niձos son la esperanza de este pa�_s, niձos con sueձos, aspiraciones y aptitudes para ser mejores personas. La educaci�_n es primero, pero una educaci�_n con valores y principios es lo mejor :)",1
"Felicidades y gracias dip.Celida Lopez por ayudar a inculcar estos valores en nuestra niձez...y sobre todo que tienen la oportunidad de conocer mad de nuestro pais, experiencias que no se les olvidan...muchas gracias",1
"Padrisima experiencia para nuestros niձos !!! Muchisimas gracias por brindarles esta gran oportunidad de experimentar y conocer un lugar tan bonito,conocer nuevas caritas y experiencias y vivencias que nunca se les olvidara , muy buen equipo de trabajo Gracias diputada Celida Lopez !!!",1
"Que bonita experiencia ,y ademՍs que maravilloso proyecto de inculcar ese tipo de valores en la niձez la mediaci�_n como herramienta es algo extraordinario en el desarrollo correcto De las nuevas generaciones !! Felicidades seձora diputada  y adelante con esas valios�_simas aportaciones en favor Dr la niձez de sonora!!",1
"Me gusta que mis impuestos sean utilizados para promover la cultura, Muy bien Diputada",1
"Apostando a la Educaci�_n!!
Gracias Diputada Celida L�_pez una gran experiencia para estos niձos de la primera generaci�_n de mediadores escolares, como madre de una de las niձas que estuvieron en este viaje puedo asegurarle que para ella fue una excelente experiencia, y es un orgullo el saber que por su propio mթrito al participar en este su proyecto de ""Mediadores Escolares"" sus esfuerzos tuvieron  como premio este viaje cultural.  Un excelente logro el de usted y de su equipo de trabajo para este proyecto.  OjalՍ que haya mՍs proyectos como este y se siga apostando por la educaci�_n de nuestros niձos, Felicidades!!!",1
Es muy importante este paso educativo de la cultura a nivel nacional en hora buena habrՍ mejores seres humanos en nuestro territorio nacional.. ..DE NUESTRO M�_XICO....,1
Amiga Felicidades muy buen trabajo,1
En que consiste especificamente este proyecto?,0
"TendrՍ mi voto de seguro diputada Celida L�_pez,,,",1
"Asi es,,,es basico la buena educacion de la infancia,,para asi  tener adultos honestos y bien preparados...recuperar el uso de valores..y mas....Felicidades Celida.",1
Los ninos ! El futuro de mexico y la tierra mas fertil !!,1
Excelente!!!!,1
Ricardo Anaya presidente,0
Que no se quede en proyecto que si sea programa .,0
la realidad de Hermosillo.,0
Nuestras fuerzas armadas son nuestro orgullo  ellos son Mթxico y nosotros somos ellos.,1
A el gonierno le cuesta mucho dinero mantener a estos cuates a cambio de que.......,-1
Sera para los ricos y los pol�_ticos nunca para la gente,-1
Bien  por la labor del candidato presidencial de Morena por sus valores y principios para ejercer un gobierno digno y de respet�_ para todos los Mexicanos AMLO presidente 2018,1
Jajajaja privilegios los que tienen sus hijos con ropa calzado y carros muy de lujos como le hace para tener dinero si tiene 18 aձos haciendo campaձa _�Ɋ_�Ɋ_�Ɋ,-1
AMLO 2018,0
Todos somos morenos (prietos) todos somos amlo 2018,1
Muy bien gente como usted merece el pa�_s que se preocupa por el bienestar de la gente bien por su estado  Sonora Enhorabuena diputada  Celida,1
Excelente Celida. Toda la suerte del mundo.,1
Excelente propuesta,1
Eso es todos celida L�_pez,1
M gustar�_a ponerme en contacto con usted.,0
Que consulta mitofski ni que nada... Solo el pueblo puede rescatar al pueblo...,-1
Ya el pueblo esta despertando. Es hora de darles una leccion este 1 de Julio. Magisterio con Obrador.,0
"Respeto tu trayectoria y tu postura Celida, solo que si quedemos _��eso_ѝ que mencionas el resto del aձo, hay que dejar de pelear y enfocarnos en hechos que terminen en resultados favorables comunes! La pol�_tica dej�_ de ser pol�_tica, se ha vuelto un cuadrilՍtero",0
ya cedele la diputacion a martha camacho ...que te de una diputacion morena,-1
Mis respetos para ti Celida. El Magisterio con Obrador. Y tienes mi apoyo.,1
Desde un principio me dije que era una farsa. Ni quien le crea a Anaya.,-1
"Siempre tan precisas , concretas y atinadas sus participaciones , toda una profesional  .",1
As�_ se habla estas son mujeres mexicanas defendiendo al pueblo mexicano Arriba L�_pez Obrador,1
"De algo si estoy seguro, mi voto es para AMLO. el pueblo ya no quiere mas de lo mismo. Estamos cansados de tanto robo de la clase politica actual.",-1
"Diputada, me parece muy acertados sus comentarios desde la tribuna, pero tengo algo que no me gusta, que haya cambiado de partido, no soy panista ni menos morenista, ni priista, fue lamentable su decisi�_n, para m�_ fue buscar su bien personal en b�_squeda de un puesto pol�_tico y mՍs cuando criticaba a Morena y ahora lo enaltece. Una disculpa si molesta mi comentario",-1
"el CISEN es un aparato de lujo porque no tiene resultados y mas bien ha dejado mucho que decir con los resultados que se tienen en todo el pa�_s. SOLO LA CLAES POLITICA VIVE EN OTRO MUNDO  y no en Mթxico. con sus exagerados sueldos que les permite vivir como reyes y la pobreza de Mթxico en aumento, que hipocres�_a.......",-1
"El problema CISEN, el problema es el uso pol�_tico que se le da.
Su funci�_n deber ser de inteligencia y seguridad del pa�_s. No una herramienta de los pol�_ticos",-1
"Ex panista y ahora defiende a morena,   de PEեASCO y quierenser alcaldesa de hermosillo,  no te da verguenza ? Ser tan chapulin.  Y mas cuando sabes que no ganaras solo te usan en morena,  asi como usan a todos los que pertenecian a otros partidos.  Que lastima y verguenza das.",-1
Tomenla toda putitos pa que vean de que lado mazca la iguana en morena con mujeres honestas y de wevos no como en el pri cobardes chaqueteros,1
"Sra. mejor valla a ser pol�_tica a su pueblo Peձasco, que Tan olvidado estՍ,  usted no es de Hermosillo, candil de la calle obscuridad en su casa.",-1
"No te da verg�_enza hablar con esa vehemencia a favor del peje lagarto, que pronto olvidas.",-1
"Pero el cisen es obsoleto,porque tanto lo defiende o porque no opina que investigue a los ratas exgobernadores alli si que exija eso no que ande de simuladora",-1
Cuantas promesas no a echo y tu crees que las va  cumplir por favor no seas ridicula si todos sabemos que lo unico que busca ya sabes quien es su beneficio.,-1
Abusadilla desdթ chiquilla sabe quien es el bueno. Diputada pase lo pase nunca pierda la cordura derechita derechita.,1
Andres Andrթs ManuelovichLovsky con esta publicacion le acabas de dar en la torre a celida ya vez que quiere ser presidenta municipal o no la apoyan por venir del pan???,-1
Tambiթn Ricardo anaya dijo eso de hecho hay un v�_deo donde se molesta por ser seguido por alguien del cisen,-1
Saludos cordiales lic. Es extraordinario su aportaci�_n,1
A tachar la boleta a favor de morena arriba amlo,1
"As�_ se habla diputada, viva morena.",1
"Gracias por todo diputada Celida L�_pez, por compartir ese tiempo tan valioso con mi niձa y sus compaձeritos, de esa bella aventura, y tambiթn gracias a su equipo de colaboracion que en todo momento estuvieron muy al pendiente de ellos _���_���_���_���_���_��_��_��",1
Muy agradecida con usted y todo el equipo de trabajo... no solo por el viaje... sino por el trabajo previo que implic�_ este compromiso con nuestros niձos... tiene mucho trabajo por delante y tiene en nosotros unos aliados inefables.,1
Muchos saludos Celida y deseՍndote lo mejor en tu nuevo proyecto con MORENA,1
"Gracias por compartir tan bonita experiencia con mi hija Mariana Eloyza Ciapara Majin, diputada Celida L�_pez",1
Enhorabuena bien por la convivencia entre j�_venes  diputada bien,1
Que padre ojala aqui en caborca organizaran algo asi,1
"Claro k va a ser diferente, porke vamos a votar x Morena y por RL cambio y tu Sra. lopez vas colaborar con nosotros para k eso suceda, o no es as�_?.",1
No Ay de otra estamos artos de pinche gobierno rata k sigue y sigue chingando al pueblo puro lopez obrador,-1
"Estamos hasta la madre de malos gobierno y de malos representantes en las camaras, si estamos convencidos de cambiar este pa�_s, pero no es con la misma gente, MORENA hoy es un nido de lobos y no representa ning�_n cambio, te pregunto a ti Celida 
Y t�_ diputada como fuiste electa hace tres aձos?",-1
Que pendeja vieja cuanto le pagaron x decir que en su estado eligen el pueblo si ay caciques pues buena lana le dieron a ella jaja,-1
"Que ya no haya voto secreto , hay que tomarle foto a la boleta una vez ya tachada ya no daremos chance a los ratas de robar votos,",-1
Como se atreve AMLO a recibir en su partido basura como tu... eso es lo que no entiendo ni entendere jamas...,-1
"nombre en hermosillo como en todo el pa�_s, el pri tendra muchos candidatos unos por parte de el pri y otros en morena con todos esos que brincan de el pri a morena, por lo tanto si, gobernarՍn los mismos.",-1
Se nota que no vivimos en el mismo Mթxico pinchi vieja ignorante.AMLO PRESIDENTE.,-1
"Ningun gobierno priista mas, Hermosillo y Sonora merecemos mas.
Es un caos en vialidad, obra publica, seguridad y endeudamiento. Vamos con Morena !!!!!",-1
"Cambio el que cada pendejo mexicano deberiamos hacer cuando se nos pide asistir a un evento a un miti o algunas cosa de esas para reclamar o pelear por un gobierno mas justo. Ahora si van como borregos como cuando votaban por el pri ahora son otra raza de borregos pero borregos al fin siguiendo a otro pastor con las mismas falsedades que todo politico ofrece. Porque hace como treinta aձos que mama del dinero del pueblo o me equivoco cual cambio entonces no es mi gallo. No tuvo capacidad en treinta aձos de hacer algo por el pais, que reformas cambio que opciones dio cuales ofrecer un poco de dinero como pri o pan y cuanto dinero tiene pobrecito hay que pobre quien se lo quiera creer . Pero voten por ya saben quien lo mismo pero actualizado.",-1
Amlo hasta la victoria,1
AMLO 2018 a chingar su puta madre el PRI,-1
POR ESO SONORA ESTՁ COMO ESTՁ TODO JODIDO,-1
Si vamos con morena,1
Pol�_tica ficci�_n!,-1
"Muy bien hecho Dip. Celida
 un gran logro!! Saludos",1
"Buen programa de la diputada, estos niձos seran ejemplo en sus escuelas.",1
Exelente trabaj�_ թxito hoy y siempre en tu Nuevo Proyecto.,1
